asic,review
B09256CTT3,"
Works amazing and was easy to put into the pc as well as setting up the program.
"
B09256CTT3,"
Only if it was cheaper could have been better, regardless very happy with it.
"
B09256CTT3,"
Great graphics runs all of my games well at a good fps and a good quality. I have had no problems with it. Only thing that I don’t like is that the zotac logo is yellowed on the fans. Other than that great buy.
"
B09256CTT3,"
I bought it, and it works- upgraded my cpu with it and runs flawlessly.
"
B0B5B7J74M,"
Using for work to connect 4 independent screens.
"
B0B5B7J74M,"
Easy to install, no additional configuration required and can handle up to 4 screens. Recommended.
"
B0B5B7J74M,"
NVIDIA has ended support for this video card (GT 730) back in October 2021.  They will only provide security updates for this card until Sept 2024.  I had an audio issue with my card using the latest NVIDIA drivers on a Windows 11 computer, but since they are no longer doing bug fixes for this card I have no hope of resolving my audio issues.  I found out about their end of support while troubleshooting my audio issues.  I returned this card and bought two Diamond MM USB to Dual HDMI adapters for $5 less.  The Diamond adapter didn't need any additional drivers installed and both the audio and video work great.
"
B0B5B7J74M,"
Due to the device not being supported on any driver updates past 473.81, you cannot simply just put this in an existing PC to expand the amount of monitor outs if that PC is using any GPU that requires a newer driver than that, i.e 30 series cards.It's a bummer, they fail to advertise this and it feels like a real missed opportunity, a single slot passive GPU that runs off of mobo power is in theory a great addition to a gaming card, but sadly will simply just not work.
"
B0B5B7J74M,"
I got one of these for $50 before the pandemic, to use at my previous job. Two monitors with websites and pos system, and another with security feed. Never a problem, and great picture. I miss it!
"
B0B5B7J74M,"
The first package arrived properly labeled by the manufacturer, but inside was a completely different item. I returned it to Amazon, accepting the 'swap for same' option and held my breath. The next day (!), the correct item arrived. Quick install and works just fine.Very few cards with 4 HDMI ports are available. This one is the least expensive I could fine, and it's driving my multi-monitor setup perfectly.(Be sure to remove the protective cover from the connector first!)
"
B0B5B7J74M,"
Great product, rapid shipping.  Thanks, would buy again.
"
B0B5B7J74M,"
Nice for work with many screen!
"
B0B5B7J74M,"
This GPU runs at 100% only by using phoshop or a DAW and it becomes sooooo laggy. Don’t expect to run multiple screens or game with it. Completely a lost of money.
"
B0B5B7J74M,"
My graphic needs are kind of low. Video playing (some light editing), old games, and playing with 3D printing so this card is quite fine in my Xeon computer. 4 output is also great for at home office. It is my 3rd one, I don't need power and it is reliable. Running on W10 (I shortly tried W11 and it was ok) and many Linux flavors flawlessly.
"
B096YQ6WVW,"
I upgraded from the XFX RX 580 Black Edition. While that card held its own for about 5 years... This 3070ti blows it away. I was having slight temperature increases, up to about 80 F. Now, I max out around 65. Wow, just wow. The whole computer is running SOOO much better. I know the price point is incredibly steep, but just do it. It will be well worth it. I did have to upgrade the power supply from a 550w to a 750w. Mostly, for the PCI-E 8 pin connections, the 3070ti requires 3 separate 8 pin connections. Just for reference my build is, Ryzen 5 3600, 16gb DDR4 3000 mhz, Gigabyte Aorus Ultra X570. Also, I bought the ROG Herculx Stand for extra support. The RGB looks amazing but, the stand is not necessary. The motherboard more than supports this hefty card. JUST BUY IT!!!!
"
B096YQ6WVW,"
this is a great card even going from a 2060 super to this I got 60-80 more fps in most tittles with the same graphics settings. Playing most of everything in 2 k with high settings and hitting my 144hz refresh limit. butter smooth and pushes out fps with out pulling out too much wattage. only down side was getting the power connected correctly. Oh and temps are amazing never seen it go past 65 c even with big OCs.
"
B096YQ6WVW,"
Best gpu for the pc enthusiast
"
B096YQ6WVW,"
After a couple months of use, I can run any game I have installed at 1080p and highest settings. Once I get a 1440p monitor I will update this review with results. Top tier GPU, will run anything.
"
B096YQ6WVW,"
The Asus card has good cooling and decent aesthetics, even if they are a bit juvenile in my opinion. But the exaggerated price for essentially strix name and extra plastic just don't justify the end product. The 3070 TI just does not come close enough to the 3080 to justify its existence therefore I would suggest holding off for a 3080 or sticking with a 3070 because this really does not offer anything over either one of those classes except a bloated price point.
"
B096YQ6WVW,"
beautiful
"
B096YQ6WVW,"
Upgrading from a 2070 RTX Super. What a difference. I live stream video games and it has made such a difference in not just what I see, but what my viewers see. The one thing you need to be aware of is that this thing is huge! I had to buy a different case. Be sure to check the dimensions to make sure it will fit (use the website to make sure of fit and compatibility). Price was much lower than they had been, but still a little high.
"
B096YQ6WVW,"
I typically go for and msi GPU when I’m looking to upgrade, but The Asus ROG design for the 30 series cards look absolutely stunning, the RGB is very smooth with plenty of options on the software. I have done several benchmarks and the card has not gone over 70 Celsius, and stays quiet even at that temperature. This card stays cool even in a case like mine that is considered to have poor airflow. I would say if your looking for a 3070 ti, get the ROG card, however the ROG card consumes more power than other models (3 8-pin) also, I don’t think this is a significant enough upgrade from the 3070, if you have a 3070 now and you want to upgrade to for a 3080 or 3080ti. Overall this is a great card for the price.
"
B096YQ6WVW,"
very good for video games.
"
B096YQ6WVW,"
After months of use this card is great no problems at all just a little pricey but it's is the best at what it does
"
B07TZ4VFB6,"
Great video card.  Will require at least 500 amp power supply.  I had to add a larger power supply to ensure performance.  I downloaded latest drivers from Gigabyte, My system is Intel i5 processor with 16 gig ram, Windows 10 Pro, self built.
"
B07TZ4VFB6,"
Pros: works without driver to some level , allowing the initial install of my build and eventually full driver installed with no issues within my Windows Server 2012 R2 build with SuperMicro X10Dax. Great value and performance..Cons: pcb is slightly oversized (wider) to the point where the plastic clips built in with my eatx case pcie slot won’t close fully - had to figure a way around to secure it in place.
"
B07TZ4VFB6,"
I bought a cheap bare bones desktop and of course games on Steam wouldn’t work right. Super laggy. Put this graphics in and now the games run perfectly. Easy to install too.
"
B07TZ4VFB6,"
Intel on board graphics card was constantly crashing Windows 11. Got this and no more crashes, works for office uses and streaming. Probably will not do for mid to high end gaming,, didn't bother trying.
"
B07TZ4VFB6,"
I thought I could get away an expensive graphics card, but after using this card, I realize there is not enough resources to support serious graphics and gaming. Fortunately it's returnable that's what I did. I purchased a higher end graphics card which I'm satisfied with. Don't get me wrong this graphics card is excellent to run your monitor for browsing, look at pictures, and watching videos but if that's all you gonna do this one's for you.
"
B07TZ4VFB6,"
Just wow. A bought this for a low price and superate my expectative
"
B07TZ4VFB6,"
I installed XUbuntu Linux on a PC with an MSI H67MA-E45 (B3) motherboard.The system was unstable, with Xwindows returning to its logon screen when too many windows were open, specifically when there were too many Firefox tabs open or playing Youtube videos.No matter the BIOS setting, the machine was running out of shared video memory, something that might have been managed by a software driver if the machine was running MS Windows.Based on an Internet search, I found this GT 730 card well reviewed and a reasonably priced solution for an older machine not having a video power connector.The install was easy, and the machine is now stable.  It will never be fast enough for gaming, but works well enough for email and Internet access.
"
B07TZ4VFB6,"
Nothing
"
B07TZ4VFB6,"
I'm using this for in a PC repurposed for business use, so it's not going to do any gaming. For ordinary business use, it's fine. I'm using the latest NVIDIA driver that I downloaded from their website. I haven't experimented with it much yet, but so far I haven't been able to get it to do 1920x1080 (full HD) resolution. It's a step or two below that. But it works just fine, and I'm pretty happy with this, considering the low price.It's very short, and occupies only one slot. So it will fit easily even in a small computer case. (But not a micro-sized case.) It has one low profile fan. It has signal ports for DVI, VGA, and HDMI. I don't know if it can run two monitors at once; I didn't try that.
"
B07TZ4VFB6,"
The gpu is very worth it, I can run games like valorant smoothly like butter
"
B09Q98KRTG,"
I bought the RX 6500XT at a time when most GPU's where priced at double their usual price, if not more. At the time, it was a good price and despite people trying to tell me that it's not an upgrade from what I was using, it actually is.  I game at 1080p. This GPU will do it. It's only down side is that it has 2gb less RAM than my previous card. However, it makes up for it and I don't really notice it. Most of the games I play run better. The few that don't at least matches what my previous GPU can do.  If GPU prices were what they were last year, then I would buy this card again. If you play the wait and see game, then you don't know how long you'll be waiting. I couldn't afford to wait. When this RX 6500XT came out, I jumped on it and I don't have any regrets.
"
B09Q98KRTG,"
I had an old gt630, so this has been an excelent  and cheap upgrate, I'm more a casual gamer so I don't have any problems playing at lower resolutions than the average, however it doesn't mean that the graphics sucks, opposite graphics in medium, lower and sometimes higher settings look great, I wouldn't recomend this grapgic to anyone who want to do video edition or streaming. On the other hand the deliver was fastest than expected and the graphic was properly packed and of course completely new. So far so good, It's almost perceptible the noise while playing and the fans stop while you're not doing something demanding. Long story short, great purchase for someone looking for a cheap but efficent graphic card, specially if you come from a lower specs card. Btw I'm using PCI 3.0
"
B09Q98KRTG,"
Okay so I'm not a pro gamer,.I'm a software developer that needed a gfx card to use with my new build for work and a 34"" 144hz 4k ultra wide curved monitor, it did exactly that. I also run Ubuntu 22.04 which AMD offers open source drivers for open gl. Out of curiosity I thru a few Linux 3D games at it, plus Mindcraft with a realistic shader... And it plays 4k max settings on all games and has about 40 - 60 fps which I was very surprised to see. So I'm extremely happy with this purchase
"
B09Q98KRTG,"
En todo los juegos en 1080p a más de 60fps en gráficos entre altos y extremos dependiendo el juego eso sí carece de rtx pero vamos el precio es de locos
"
B09Q98KRTG,"
This card vastly improved my performance over the integrated solution in an AMD A10 processor.  It gave a good performance boost over the previous video card I replaced.  I did not expect perfection, but this did exceed my expectations based on the technical reviews. I was pleased with the performance paired with my A10 processor, but since I have upgraded to an Ryzen 7 5600X, I suspect this is now a bottleneck of the system.I would recommend this paired with a slightly less powerful processor as it gave a much needed performance boost, and allowed me to smoothly play games on lower settings.  Since upgrading the processor, the entire system runs much better (though I did have some driver issues with Window's generic drivers after upgrading to Windows 11, but this was eventually solved with AMD's authentic drivers.)  I am now able to play on higher graphics settings.  I suspect an upgraded card with more memory would allow me to run about anything.  It was worth the investment.
"
B09Q98KRTG,"
Purchased this as a replacement for a failing RX 590, and have been pleasantly surprised with how closely it holds up.Since the build in question was not targeting high end performance in the first place this has made a fair replacement, and it's been able to hold up fairly well in the lighter end and eSports titles that are played on it.For the price at the time of purchase, about $190 in June 2022, it may be worth it to you if you just need something to get up and running while waiting for the next gen or for prices on used hardware to drop more. If you're looking for a long term card with a lot of staying power, I'd recommend skipping the 6500xt lineup and spend the extra for the bump up to the 6600 lineup.
"
B09Q98KRTG,"
great price to performance, after a few months using this card ive been playing games at 60fps 1080 without issues with most games (GTAV at 120+fps with high graphics) so yeah its a good enough Card for it price
"
B09Q98KRTG,"
I bought this for my grandson who didn’t know his granny had any knowledge about “computers and stuff”.  Install was easy and he was back to gaming in no time.  Since it wasn’t a present he paid me back in almost all singles and a few ten dollar bills. Love that boy!
"
B09Q98KRTG,"
Coil whine as all the low lvl AMD cards but good value card.
"
B09Q98KRTG,"
For the price, this is a very nice graphics card. Good speed, graphics, install and configuration.
"
B01M360WG6,"
I purchased a pre-assembled gaming computer in 2011 that featured an AMD PowerColor 6670 1GB GPU, paired with a 2500k i5 [Sandy Bridge] Intel Processor, on an Asus Intel H61 Motherboard. While that setup got me through the years, it was starting to show its age on modern 3D applications, especially with the OpenGL being out of date.Before pulling the trigger on the GPU upgrade, I was concerned that the GTX 1050 Ti wouldn't function with my CPU which is only ""rated"" to support PCI-E 2.0, and not 3.0, as many forums claimed. I was happy to do further research, and learn that they do in fact cooperate just fine! The only down side is that I may never see the full potential of this card until I upgrade my GPU, as my current one could act as a bottle-neck under high load (which I will never experience, since I play mostly older games anyways.)The conclusion is that I am extremely happy with this upgrade, and I don't think I could have made a better choice given my current setup.* For the record, I have also upgraded my power supply from a 400W to a 600W, switched to SSD primary drive, went from 4GB to 8GB of DDR3 system RAM., and added 2 large fans.
"
B01M360WG6,"
Let me start by saying I am not a gamer, Play Station games on PCSX2 emulator is the most demanding I play. I was suprised to see that games even an old game like Sly2 would play at all with integrated graphics; it has slow choppy parts; however using the 1050ti GPU speeds up the slow down spots and makes great game play: better than it was 18 years ago. The 1050 came out more than 6 years ago so you may think it outdated in 2022; I ASUS thinks so: the driver was updated in July 2022 and I think they would have wasted the resources on Updates for outdated hardware. When I built my pc a few years ago the price of graphics cards was through the roof, I planned to upgrade later, I was so happy to find such a well manufactured card at such a low price!The only negative is the card card came in a box with just a two page manual, no CD, no posters, nothing else; but that is all I needed, I would have visited the website to download the latest driver anyway, and as for the books and ads who looks at those anyway?
"
B01M360WG6,"
If you are upgrading your current GPU card then this budget card is the one to get. Keep in mind that you should check your motherboard or GPU specs and see if it supports PCIe 16, x16 or dual x8. Since this 1050 Ti is PCIe 3 it still works fine in a PCIe 2.0 slot.My Specs:OS - Windows 10 Pro 64-bitMOBO - ASUSTeK COMPUTER INC. 970 PRO GAMING/AURA (Socket 942)CPU - AMD FX-8350 Vishera 32nm TechnologyGPU - 4095MB NVIDIA GeForce GTX 1050 TiRAM - GSkill 32.0GB Dual-Channel DDR3 @ 802MHz (11-11-11-28)Drive - Samsung SSD 870 QVO 2TB (SATA (SSD)The MOBO is a few years old but you have no worries if your current setup supports PCI-E X16 slot.Suggestion is to run a GPU test on it with NovaBench and/or Unigine Heaven Benchmark apps. Another suggestion is to remove all of of your old graphic drivers before you install this new GPU card and then install the new drivers for this card and do a fresh install.I achieved up to 150 fps during bench marking with no hiccups. Great card - glad I got it. Cheers!
"
B01M360WG6,"
i had gotten this over a year ago during the very end of the scalping prices and spent 300+ on this...  kinda hurt that after a month and a half the scalping prices went way down but still worth it!  been very reliable and useful for gaming pcvr, still happy i got this when i did!
"
B01M360WG6,"
estube buscando varias tarjetas graficas que me corriera the island un juego de dinosaurios sin trabarse y la verdad es que me habia comprado otras 2 tarjetas y ninguna de las anteriores me funciono... asi que esta es la definitiva la acabo de instalar y me corre perfecto muy bien y ademas no necesita cable de alimentacion extra mi fuente de poder es de 200 watts y me corre super bien! veremos como se comporta con el paso de tiempo... de momento le doy 5 estrellas
"
B01M360WG6,"
I slammed it in a Lenovo ThinkCentre M92p Minitower. It's better than the pc, but I'm poor.
"
B01M360WG6,"
Works well
"
B01M360WG6,"
The main reason that I bought the card was to speed up my photo editing software. The card has made a huge difference in the speed of the applications, and I'm totally satisfied so far. I don't do gaming at all so I can't comment on the performace of the card in a gaming scenario. The card seems to be good value for the money.
"
B01M360WG6,"
fit / work great. No need for anything to install it.
"
B01M360WG6,"
It was easy to install
"
B09719T6FT,"
It's a decent GPU but I overpaid for it because of the GPU shortage at the time. Those things aren't really my issue though. My issue is the oversized cooler that has a small RGB logo in proportion to its size. The ""Selling feature"" of the RGB fans should have been left out for a better designed RGB on the side. None of that is as bad as the terrible software that is required to control the color of the lights, Gigabyte RGB Fusion. Its better just to turn off the LEDs unless you purchased all Gigabyte/Aorus parts. I still thoroughly enjoy this GPU but don't buy it for the RGB
"
B09719T6FT,"
This product is computer compensation and is mainly used for standard level gaming such as GTA V, COD, Apex Legends, etc. and will run these games at the max as long as the CPU is good as well. For the value it’s amazing I say the price of it is good especially for inflation and what it was before. The noise level isn’t something of worry it’s just as loud as normal fan within the computer. When installing ensure you push the sides of the PCIE slot, no need to get aggressive with it, this is sensitive so if the bottom part breaks the whole components is deemed useless.
"
B09719T6FT,"
This card is much bigger than my GTX 1070 so make sure your case has room. I was able to get this in but it was tight. The card is awesome and the price was right for $400.
"
B09719T6FT,"
What I like the most is that Amazon financed it for me! didn't have to sell my kidney to buy a modern graphics card to replace my 1050ti which, to be fair was just as good without all the new ray tracing and cuda cores I needed for work these days..  So a RTX card was necessary.For games my old card was fine, never needed to run anything on 4k on ultra settings, it handled 4k on high settings just fine.But anyway, the new card really does shine at handling my work projects with better than satisfactory performance.  The actual graphics memory shows up as a whopping 44 gigs total, with 12 physical.  I don't even know why fully, its something to do with the rest of the build i guess.  (Threadripper with 64 gigs ram and about 15 TB total in drives)All I know is that it handles actual work and not just video games, otherwise I would've went with the 8gig cards, could've ended up spending twice as much on a 3080 and judging by the fact I can't get this thing below 30fps on any game I threw at it so far, this card was the best choice for both work and completely wasting my time playing games lol.It arrived pristine and brand spankin new in the wrap, so props to the seller and it mounted up and has been whisper quiet in there while handling everything I can throw at it.  The only other card I would've bought would have been the 3090 but honestly its way too close to the 4000 series coming out to blow two grand on something that's so soon to be another paperweight in comparison.  Ill take the 4000 series for 2k, at least I'll be on the bleeding edge when I do.Especially if Amazon finances it for me lol.  Anyone need a spare kidney?
"
B09719T6FT,"
I'm so glad prices of these GPUs are finally going down! Finally upgraded from a 1070 to a 3060.It arrived in 2 days, plugged it all in, and started working right away. FPS in games have gone up significantly. Most games I didn't have an issue FPS wise anyways. But it was time to upgrade, and these GPU prices were crazy the past few years. Definitely a worth upgrading for gaming and/or editing!
"
B09719T6FT,"
It works, looks nice, and most importantly has RGB 👍🏾
"
B09719T6FT,"
Works nicely with my CPU and fits my motherboard perfectly, already noticing much higher frame rates and performance
"
B09719T6FT,"
First off, a great card for the money even with the inflated prices. the surprises i mention are that it comes with no Manual or cables. NONE. all you get is a warranty card, badge, quick guide which is no help at all and the video card....thats it. No fault of the seller. This is an ""Elite"" series of the card which im assuming they know what you are doing(which I do) but for a novice it would be slightly difficult. if you do a lil google research you can have this card up and going in 20 minutes. Also upgraded from a GTX 1060 and am blown away
"
B09719T6FT,"
What can I say about this card that hasn't already been said? Was definitely worried about choking the fans with the half inch gap between the PSU shroud (Lian LI lancool 205m) but the card keeps up and I have yet to see above 70°c! 1080p on most games I play (Destiny 2, warzone, PUBG, Forza, gta5, etc) are well above the 120fps mark with some in the 200s.
"
B09719T6FT,"
Part works and everything. But the product key for the part has already been used so I can't register my gpu for a 4 year warranty that comes with it. Now I have to contact customer service to address the issue
"
B07C3DWK1Z,"
Es fácil de instalar y llego rapido
"
B07C3DWK1Z,"
Lo seleccioné por su potencia, la marca que es muy reconocida, el precio y tambien se suponia que no consumia mucha energia, pero cuando me llegó me di cuenta que pedia 300w minimos, eso creo que es muy importante y deberia estar muy visible en la descripcion del producto, y no lo esta, espero que lo pongan, es muy importante, otra cosa que no me gusto mucho y no se si sucederá con las demas es que esta en letras pequeñas decia precaucion, peligro de cancer, en su guia aparece con unos 5 compuestos quimicos peligrosos en sus componentes, eso no me gusto nada aunque no sé si sera cosa de todas las tarjetas, fuera de esto, excelente, envio super rapido , aunque la caja tenia una abolladura pero creo que no tendra repercucion con la tarjeta
"
B07C3DWK1Z,"
Primera gráfica que  compro y valió la pena, y lo, mejor que es barata solo que tardo en llegarme
"
B07C3DWK1Z,"
It’s not intended for gaming but if u need to get some power taken off ur cpu it is a good little compliment to a pc. It’s a little better than built in gfx and the only game I wasn’t able to run was halo infinite(no antialiasing running at 1366x768- down scaled 1080p running at 15-45fps). Also make sure u turn anti aliasing off or u ain’t getting anything out of it. (The ddr5 variant is significantly better but still in the same ball park)
"
B07C3DWK1Z,"
Easy to install. Works with Roblox and even Steam games.  Grandson is thrilled!
"
B07C3DWK1Z,"
I really like the price of this GPU. It was easy to install in my Dell Optiplex 7010 SFF. There was many reviews stating that this was not a card for gaming but I bought it to try it out compared to my GeForce GT 710. This GT 1030 has boosted my FPS on all the games I play such as Ark Survival Evolved, Satisfactory, Fortnite, Minecraft and others. I changed my setting in games to high levels and it runs smoothly with no dropped rates. Best value for the money.
"
B07C3DWK1Z,"
I built a new PC. The CPU has an integrated video adapter, but video stutters sometimes, so I got this discrete video adapter, and it solved all my woes. I chose Gigabyte and NVidia for their reputations for quality (and because NVidia is known to be compatible with Linux distributions), and I have NOT been disappointed! I recommend this adapter for anyone who needs a great video experience.My2Cents,Ernie
"
B07C3DWK1Z,"
Replaced an older video card with this unit working with an AMD Ryzen 5 1600 CPU and 32 gigs of DDR4 ram and it works great right out of the box. The colors in Pictures and videos  are lifelike, crystal clear, bright and beautiful.
"
B07C3DWK1Z,"
I bought 2 of these cards. one to replace the failed GT 620 in my dad's PC and one to replace the still functional but older GT 710 in my HTPC. these cards are not being used for gaming as they are the DDR4 version, but they will do just fine for display adapter use.
"
B07C3DWK1Z,"
I can’t speak as to how this card relates to a gaming environment because I use it in a traditional desktop environment.  In the context of my usage, this card works very well.  It was easy to install and setup.  I am very satisfied with it.
"
B0881YZJ45,"
Fantastic! I’m not a heavy gamer, but I do stream lots of Netflix, youtube, also watch tv using my Hauppauge usb tv dongle. Effortless 1080p, even 4k at 144fps! Beautiful, brilliant colors, depth, contrast, no artifacts or other annoyances on both Windows 10 and Linux Mint Debian 5 at default settings. Except maybe the fan it’s a tad noisy. But when I’m blasting music/videos, my bitcoin miner fans are spinning or the house AC is on the Zotac’s fan is a non-issue. I sometimes use my office as a recording studio for voice overs, voice acting and on rare occasion I pretend to sing. So I’ll need to tinker with fan settings eventually. My previous desktop used a passively cooled Zotac which was quieter, but I don’t know if that option is still out there as GPU’s continue to be more and more powerful. Fit perfectly in my HP 590-p0024, which I had previously upgraded to a 400w psu (proprietary form factor that I had to buy direct from HP), removed the hard drive, added 3 SSD’s and an AX wifi card with external antenna. With the Zotac card and everything else running I’m still using less than 120w most of the time. Wrote this review after several hundred hours of burn in & card is still going strong. I’ve had great luck with Zotac products in the past, and I’m confident this one is just as solid. Highly recommended!
"
B0881YZJ45,"
Ok, this version does not use a pcie port to power, i put that away snuggly. It just sits in the slot period.for some reason this version of this video card DDR6 vs DDR5 has gone up past the boosted 1620 rating all the way to 1950mhz and that is daily. Maybe I have a better card than most or maybe that what they do.I have an 8310 amd processor 8 cores default 3.4 ghz havent tried the card at that speed with this gpu. Only overclocked at 3.8ghz. I have 16 gb or ram.. so 3.8ghz 16gb ram and this video card. I play back for blood ... aka Left for dead 3 on 1920 by 1080 settings and it plays fine, no stutter no issue. If you set the video for anything less than that. the game doesnt play smooth because the processor is old and not fast enough for the game or the video card. So if you have an old system like I do. Make your gpu do most of the work by playing at your native gpu monitor settings.. let the video card absorb the graphics since it has 4gb and let your old processor push the gpu along. The gpu is quiet it works. Its faster than what is advertised. this is the 128bit 4gb 192GB.......... per second updated video card 896 cuda cores.. the normal gtx 1650 is 128 bit 4gb 128GB....... per second 896 cuda cores.. So this gpu has faster memory and can handle more megabytes per second and it seems to be just as fast as faster than the super version.. If this video card last. This is a deal. I paid 325 for this video card in 2021. New.. It use to cost half the price but there is a gpu shortage in the world.. Currently ... I have had this card exactly two weeks. I prefere EVGA products but I have noticed Zotac around for years and years and havent heard anything bad about it. Stable using Aida Extreme. Currently at idle posting this review it says this gpu is using 32.63watts.. My old gtx 460.. yes 460 I think uses as much as 170 watts. I think they said this gpu uses max 75 watts.. I am happy with this gpu. Not the price, but the gpu .. If you have a ryzen cpu 6 core or better and 16gb of ram you will fly through many games, using this video card. This is an FX 8310 CPU that I am using has 8 cores stock3.4 overclocked to 3.8.. I didnt overclock to 4.0 if I didnt need to. Apparently I dont need to...That means with the gpu I can play many games.. Back For Blood was released this year I believe in October 2021 ... I am playing an updated brand new game in 2021 with a cpu that came out in 2014 all old equipment asrock 970m pro 3 , ddr3 gskill memory, zotac 1650 ddr6 version and a samsung 970 ssd drive. Go on youtube and type the type of cpu you have and video card you want and see what games people are able to play using what you have. if you have phenom then type that and the game you want. if you have fx 8350 ... type that and the game that you want.... the video card will work for many games. You just need to make sure your cpu is also strong enough to not bottleneck your game play as much , so everything will be smooth
"
B0881YZJ45,"
Quck Summary:  Don't expect to handle all games at high settings, but for the price it has very good performance and works with 300w power supply without additional graphics power.  I would highly recommend over Radeon RX 550 or GeForce GTX 1050 Ti OC.Reason for Purchase:  Upgrade old PC with onboard graphics to be able to play games. The main concern was that the power supply was able to handle powering the card.  Since it did not come with added GPU power I opted for a low power card to save on upgrading the power supply also.PC Specs: - Asus VivoPC K31CD - 8GB DDR4-2400 - CPU Gen 7 i5 quad core 3Ghz - Power Supply: 300 Watt (No graphics card power available, Needed to be powered by the PCI-E bus)Purchased: This graphics card and 32GB (Max) DDR-4I was planning on getting the Radeon RX 550 at first or the GTX 1050 Ti OC because this was an old under-powered PC and I wanted the most bang for the buck.  My newest MacBook Pro has the 550 in it and it handles my steam games good, but struggled on Quern at high res (21 FPS).  So I was leaning toward the 1050 Ti when I came across this beauty.  It claims to be 50% more powerful than the 1050 and it was actually cheaper so I went for it.It had no issues with power and handles Quern at 60-70 FPS.  This was my benchmark since the 550 seemed to start choking around that.  Also tried Factorio, Skyrim, Borderlands, and BioShock Infinity.  All older games but it handled them all wonderfully.  Very successful upgrade.
"
B0881YZJ45,"
Powerful video at low cost
"
B0881YZJ45,"
I had this same card by MSI for 2.5 years after it started to show artifacts when i play videos or games. I was hoping to get this MSI card last until the 40 series is out. I decided to pick up this ZOTAC 1650 and hopefully it'll serve me another 2-3 years. I run photoshop and revit on my 4k monitor, no problem. I play yakuza series, ghost recon wildlands, borderlands 3 all at 4k with no issues. For the newer games, I don't think I can max out on the graphic settings. It's a servicable card.
"
B0881YZJ45,"
Let me tell you, when I can go from playing Black Ops 3 at 720p 60fps (with a 1030) to 4k 60fps; it's the greatest and most pleasurable feeling in the world.
"
B0881YZJ45,"
it was easy to set up. however it is hard to found a GPU that your pc can handle. the one I got was a 1650 it is the maximum to my pc can handle I'm not saying its bad just make sure you buy the right one :)
"
B0881YZJ45,"
First, to everybody saying that this card is ""loud,"" I disagree. Maybe you got a bad one? Mine is super quiet. Second, if you're like me, and you just bought a new 2022 HP or a Dell (in my case the HP Pavilion Desktop PC TP01-2000i) with tons of RAM and a super-fast 11th gen Intel processor and an SSD and were very excited until you popped the hood and realized that the power supply (PSU) is proprietary, has no available power cables, and doesn't pack enough power to run your dedicated video card even if it did, this is your ONLY cost-efficient solution. The Intel 750 UHD that came with my new HP computer is awful. I score in the mid 20th percentile on 2D and 3D tests using Performance Test 10.1 even with the 11th gen processor and 64GB of RAM. I need a dedicated GPU for video editing, and the Zotac is one of a few reasonable solutions because it's compact and fits in the small space available (see photo) and does NOT require external power. It works great with the 310-watt PSU in my HP even though it says it requires around 375 watts. Not a problem. Best part is that I'm now getting close to the 60th percentile on 2D and 3D tests using Performance Test, which is a massive upgrade over the integrated Intel UHD 750. I don't game hardly at all, but according to ""Can I Run It?"", I could, if I wanted to, play 96 out of the top 100 games. With 4GB of fast onboard RAM, I'll be able to do what I need to do in the way of video editing. What a relief. I should have done more research on the computer I bought it, but at least I can do what I need to do now.
"
B0881YZJ45,"
It's 2022, why is this video card $350?  The supply chain shortage has caused many wierd issues, most notably any decent video cards are now above retail.  This one is bad, but I guess it's only $100 over the list price of $249.  So bad start on value.What it does have is 75w power consumption which means no special power pigtails.  In addition it is no boast that this thing runs in 99% of the systems.I am using it in my Lenovo M83.  Yes my stock M83 with the stock 240w power supply and stock i7-4770 cpu.  If anyone in the future is reading this.  Yes i got it work, yes it was a PITA to figure out.  Step1 update to latest BIOS.  Step2, remove any graphics cards (i had the stock GT730 card), and boot to bios with onboard video.  Step 3, reset bios to defauls.  Step 4, change to IGP (used to be auto), and set to multimonitor).  Step5, leave monitor plugged into onboard video, and install 1650.  Step 6, boot windows 10 and install nvidia drivers.  Step 7, shutdown move to the monitor output of the 1650, and boot into windows... at this point it works great for me.  I suspect this will be similar to other lenovos so it might give others hope.Now why 4 stars?  1 overpriced for what it is...  2 it is just not very fast, but i guess we take what we can get, given the package limitations.
"
B0881YZJ45,"
Highly recommend!! Can pretty much play newer games at 1080p medium gpu settings!!!
"
